file_name,status,chars_before,chars_after,pct_removed,removed_header,removed_backmatter,removed_sections,removed_boilerplate,sections_removed,doi,journal,internal_title,title_similarity,title_mismatch,note
Proteomic characterization of Aspergillus fumigatu.txt,cleaned,62686,29022,53.7,3317,23604,2008,4736,Supplementary,10.1016/j.fgb.2019.01.001,Fungal Genet Biol,Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station,1.0,False,
Genomic Characterization and Virulence Potential o.txt,cleaned,82807,52202,36.96,2683,23961,227,3735,Data availability,10.1128/mSystems.00345-18,mSystems,Genomic Characterization and Virulence Potential of Two Fusarium oxysporum Isolates Cultured from the International Space Station,1.0,False,
Characterization of the total and viable bacterial.txt,cleaned,114419,74155,35.19,4530,30289,0,5446,,10.1186/s40168-019-0666-x,Microbiome,Characterization of the total and viable bacterial and fungal communities associated with the International Space Station surfaces,1.0,False,
Proteomic and Metabolomic Characteristics of Extre.txt,cleaned,79059,50758,35.8,3953,19110,999,4240,Author contributions|Competing interests,10.3389/fmicb.2019.01013,Front Microbiol,Proteomic and Metabolomic Characteristics of Extremophilic Fungi Under Simulated Mars Conditions,1.0,False,
MetaMiner A Scalable Peptidogenomics Approach for .txt,cleaned,71896,41645,42.08,10211,14268,2039,3734,Supplementary,10.1016/j.cels.2019.09.004,Cell Syst,MetaMiner: A Scalable Peptidogenomics Approach for Discovery of Ribosomal Peptide Natural Products with Blind Modifications from Microbial Communities,1.0,False,
Draft Genome Sequences of Sphingomonas Species Ass.txt,flagged,12972,11911,8.18,0,0,0,1062,,10.1128/MRA.00578-20,Microbiol Resour Announc,Draft Genome Sequences of Sphingomonas Species Associated with the International Space Station,1.0,False,S1: corte agressivo revertido (restariam 33% do original); apenas R6 aplicado
Draft Genome Sequences of Tremellomycetes Strains .txt,flagged,12688,11789,7.09,0,0,0,900,,10.1128/MRA.00504-20,Microbiol Resour Announc,Draft Genome Sequences of Tremellomycetes Strains Isolated from the International Space Station,1.0,False,S1: corte agressivo revertido (restariam 36% do original); apenas R6 aplicado
Draft Genome Sequences of Rhodotorula mucilaginosa.txt,cleaned,16290,7103,56.4,2968,4841,226,1153,Data availability,10.1128/MRA.00570-20,Microbiol Resour Announc,Draft Genome Sequences of Rhodotorula mucilaginosa Strains Isolated from the International Space Station,1.0,False,
Draft Genome Sequences of Enterobacteriales Strain.txt,cleaned,17060,7793,54.32,3373,4562,300,1033,Data availability,10.1128/MRA.00817-20,Microbiol Resour Announc,Draft Genome Sequences of Enterobacteriales Strains Isolated from the International Space Station,1.0,False,
Draft Genome Sequences of Lactobacillales Isolated.txt,cleaned,16188,7137,55.91,3288,4517,271,976,Data availability,10.1128/MRA.00942-20,Microbiol Resour Announc,Draft Genome Sequences of Lactobacillales Isolated from the International Space Station,1.0,False,
Draft Genome Sequences of Klebsiella Species Isola.txt,cleaned,15424,6479,57.99,2995,4486,428,1037,Data availability,10.1128/MRA.00923-20,Microbiol Resour Announc,Draft Genome Sequences of Klebsiella Species Isolated from the International Space Station,1.0,False,
Draft Genome Sequences of Bacillaceae Strains Isol.txt,cleaned,15533,7293,53.05,2734,4253,282,972,Data availability,10.1128/MRA.00701-20,Microbiol Resour Announc,Draft Genome Sequences of Bacillaceae Strains Isolated from the International Space Station,1.0,False,
Assessing the risk of transfer of microorganisms a.txt,cleaned,92651,63735,31.21,3759,19252,2504,3402,Data availability|Author contributions|Competing interests,10.3389/fmicb.2020.566412,Front Microbiol,Assessing the Risk of Transfer of Microorganisms at the International Space Station Due to Cargo Delivery by Commercial Resupply Vehicles,1.0,False,
Methylobacterium ajmalii sp nov isolated from the .txt,cleaned,62618,41612,33.55,2772,12817,2633,2785,Data availability|Author contributions|Competing interests,10.3389/fmicb.2021.639396,Front Microbiol,"Methylobacterium ajmalii sp. nov., Isolated From the International Space Station",1.0,False,
Draft Genome Sequences of Aspergillus and Penicill.txt,cleaned,19386,9213,52.48,2860,5784,332,1198,Data availability,10.1128/MRA.01398-20,Microbiol Resour Announc,Draft Genome Sequences of Aspergillus and Penicillium Species Isolated from the International Space Station and Crew Resupply Vehicle Capsule,1.0,False,
Advances in Space Microbiology.txt,excluded_title_mismatch,81750,0,100.0,2021,0,30841,6520,Author contributions|Acknowledgments|Data availability|References|Data availability,10.1002/ece3.71371,Ecol Evol,MHC Diversity Across Time and Space,0.277,True,"título divergente (sim=0.28): metadata diz 'Advances in Space Microbiology', documento é 'MHC Diversity Across Time and Space'"
Effects of simulated microgravity on the proteome .txt,cleaned,134241,94416,29.67,3375,28989,1179,6283,Data availability|Author contributions|Competing interests,10.3389/fgene.2021.638708,Front Genet,Effects of Simulated Microgravity on the Proteome and Secretome of the Polyextremotolerant Black Fungus Knufia chersonesos,1.0,False,
Draft Genome Sequences of Various Bacterial Phyla .txt,cleaned,29853,16620,44.33,2958,8182,296,1798,Data availability,10.1128/MRA.00214-21,Microbiol Resour Announc,Draft Genome Sequences of Various Bacterial Phyla Isolated from the International Space Station,1.0,False,
Evaluating the lettuce metatranscriptome with MinI.txt,cleaned,67516,43437,35.66,2688,17410,167,3815,Supplementary|Supplementary,10.1038/s41526-021-00151-x,NPJ Microgravity,Evaluating the lettuce metatranscriptome with MinION sequencing for future spaceflight food production applications,1.0,False,
Investigation of Spaceflight Induced Changes to As.txt,excluded_title_mismatch,114186,0,100.0,7074,23786,0,5021,,10.3390/ijms26073094,Int J Mol Sci,Molecular Mechanism of Microgravity-Induced Intestinal Flora Dysbiosis on the Abnormalities of Liver and Brain Metabolism,0.39,True,"título divergente (sim=0.39): metadata diz 'Investigation of Spaceflight Induced Cha', documento é 'Molecular Mechanism of Microgravity-Indu'"
Genomic Characterization of Potential Plant Growth.txt,cleaned,78581,51102,34.97,2188,20853,268,4171,Data availability|Supplementary,10.1128/spectrum.01994-21,Microbiol Spectr,Genomic Characterization of Potential Plant Growth-Promoting Features of Sphingomonas Strains Isolated from the International Space Station,1.0,False,
Genomic Characterization of the Titanlike Cell Pro.txt,cleaned,90296,53850,40.36,3977,28005,0,4465,,10.3390/jof8020165,J Fungi (Basel),"Genomic Characterization of the Titan-like Cell Producing Naganishia tulchinskyi , the First Novel Eukaryote Isolated from the International Space Station",1.0,False,
Metabolic modeling of the International Space Stat.txt,cleaned,82460,46768,43.28,3603,19932,8985,3173,Supplementary|Supplementary,10.1186/s40168-022-01279-y,Microbiome,Metabolic modeling of the International Space Station microbiome reveals key microbial interactions,1.0,False,
Microbial Burden Estimation of Food Items Built En.txt,cleaned,54763,36256,33.79,1623,14633,0,2252,,10.3390/microorganisms10091714,Microorganisms,"Microbial Burden Estimation of Food Items, Built Environments, and the International Space Station Using Film Media",1.0,False,
Multidrugresistant Acinetobacter pittii is adaptin.txt,cleaned,71077,41746,41.27,3691,20557,1885,3199,Supplementary|Supplementary,10.1186/s40168-022-01358-0,Microbiome,Multidrug-resistant Acinetobacter pittii is adapting to and exhibiting potential succession aboard the International Space Station,1.0,False,
Characterization of metagenomeassembled genomes fr.txt,cleaned,83537,61597,26.26,2962,15511,297,3171,Supplementary|Supplementary,10.1186/s40168-023-01545-7,Microbiome,Characterization of metagenome-assembled genomes from the International Space Station,1.0,False,
Genomic analysis reveals the presence of emerging .txt,cleaned,65097,36983,43.19,4323,19954,0,3838,,10.1128/spectrum.01897-23,Microbiol Spectr,Genomic analysis reveals the presence of emerging pathogenic Klebsiella lineages aboard the International Space Station,1.0,False,
Genomic functional and metabolic enhancements in m.txt,cleaned,81636,52496,35.7,3898,19598,2120,3525,Supplementary|Supplementary,10.1186/s40168-024-01777-1,Microbiome,"Genomic, functional, and metabolic enhancements in multidrug-resistant Enterobacter bugandensis facilitating its persistence and succession in the International Space Station",0.989,False,
Phylogenomics phenotypic and functional traits of .txt,cleaned,111387,76320,31.48,4620,25153,69,5226,Supplementary,10.1038/s41598-023-44172-w,Sci Rep,"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",1.0,False,
Spatial regulation of a common precursor from two .txt,cleaned,45165,34953,22.61,2688,5433,0,2092,,10.1039/c5sc01058f,Chem Sci,Spatial regulation of a common precursor from two distinct genes generates metabolite diversity †,1.0,False,
Recent advances in the genome mining of Aspergillu.txt,cleaned,102746,66437,35.34,1755,25765,0,8790,,10.1039/c9md00054b,Medchemcomm,Recent advances in the genome mining of Aspergillus secondary metabolites (covering 2012–2018),1.0,False,
Cortical thinning and structural bone changes in n.txt,cleaned,45796,26059,43.1,3367,13614,0,2757,,10.1667/RR15007.1,Radiat Res,Cortical Thinning and Structural Bone Changes in Non-human Primates Following Single Fraction Whole Chest Radiation,0.9,False,
Knee and Hip Joint Cartilage Damage from Combined .txt,cleaned,45625,31399,31.18,3469,8487,0,2271,,10.1667/RR15216.1,Radiat Res,Knee and Hip Joint Cartilage Damage from Combined Spaceflight Hazards of Low-Dose Radiation Less than 1 Gy and Prolonged Hindlimb Unloading,1.0,False,
The individual and combined effects of spaceflight.txt,cleaned,160283,88082,45.05,2578,0,55552,14072,Acknowledgments|References,10.1080/26896583.2021.1885283,J Environ Sci Health C Toxicol Carcinog,THE INDIVIDUAL AND COMBINED EFFECTS OF SPACEFLIGHT RADIATION AND MICROGRAVITY ON BIOLOGIC SYSTEMS AND FUNCTIONAL OUTCOMES,1.0,False,
Spaceflight and hind limb unloading induces an art.txt,cleaned,77437,54455,29.68,5870,13542,68,3503,Supplementary,10.1038/s41598-021-90010-2,Sci Rep,Spaceflight and hind limb unloading induces an arthritic phenotype in knee articular cartilage and menisci of rodents,1.0,False,
ŒKlotho decreases after reduced weightbearing from.txt,cleaned,19506,10837,44.44,2735,4624,57,1254,Supplementary,10.1038/s41526-022-00203-w,NPJ Microgravity,αKlotho decreases after reduced weight-bearing from both spaceflight and hindlimb unloading,1.0,False,
Prolonged exposure to particulate chromate inhibit.txt,cleaned,42248,30980,26.67,1753,7892,0,1624,,10.1016/j.taap.2017.05.030,Toxicol Appl Pharmacol,Prolonged Exposure to Particulate Chromate Inhibits RAD51 Nuclear Import Mediator Proteins,1.0,False,
Transcriptomics NFŒB Pathway and Their Potential S.txt,cleaned,61919,34813,43.78,2320,20298,0,4489,,10.3390/ijms18061166,Int J Mol Sci,"Transcriptomics, NF-κB Pathway, and Their Potential Spaceflight-Related Health Consequences",1.0,False,
Interplay of space radiation and microgravity in D.txt,cleaned,52777,33162,37.17,2050,14597,0,2969,,10.1038/s41526-017-0019-7,NPJ Microgravity,Interplay of space radiation and microgravity in DNA damage and DNA damage response,1.0,False,
Synergistic Effects of Weightlessness Isoprotereno.txt,cleaned,91158,56534,37.98,3358,24572,1220,5475,Author contributions|Funding,10.3390/ijms19113689,Int J Mol Sci,"Synergistic Effects of Weightlessness, Isoproterenol, and Radiation on DNA Damage Response and Cytokine Production in Immune Cells",1.0,False,
Transcriptome and proteome responses in RNAlater p.txt,cleaned,33420,24105,27.87,1977,6105,0,1234,,10.1371/journal.pone.0175943,PLoS One,Transcriptome and proteome responses in RNAlater preserved tissue of Arabidopsis thaliana,1.0,False,
Spaceflight induces novel regulatory responses in .txt,cleaned,76309,54490,28.59,2904,15660,126,3130,Supplementary,10.1186/s12870-020-02392-6,BMC Plant Biol,Spaceflight induces novel regulatory responses in Arabidopsis seedling as revealed by combined proteomic and transcriptomic analyses,1.0,False,
Mitigation and use of biofilms in space for the be.txt,excluded_title_mismatch,248401,0,100.0,2606,91030,0,19022,,10.1038/s41526-023-00285-0,NPJ Microgravity,Microbial applications for sustainable space exploration beyond low Earth orbit,0.422,True,"título divergente (sim=0.42): metadata diz 'Mitigation and use of biofilms in space ', documento é 'Microbial applications for sustainable s'"
Longitudinal characterization of multispecies micr.txt,cleaned,66154,40497,38.78,3492,18318,134,3714,Supplementary|Supplementary,10.1038/s41522-021-00240-5,NPJ Biofilms Microbiomes,Longitudinal characterization of multispecies microbial populations recovered from spaceflight potable water,1.0,False,
Designing a Novel Monitoring Approach for the Effe.txt,cleaned,52825,32792,37.92,1909,13011,2314,2800,Supplementary|Author contributions|Data availability|Funding|Footnotes,10.3390/life13020576,Life (Basel),Designing a Novel Monitoring Approach for the Effects of Space Travel on Astronauts’ Health,1.0,False,
Draft genome sequence of Sphingomonas paucimobilis.txt,flagged,15673,14328,8.58,0,0,0,1346,,10.1128/MRA.00345-23,Microbiol Resour Announc,"Draft genome sequence of Sphingomonas paucimobilis strain Sph5, isolated from tap water filtration membrane",1.0,False,S1: corte agressivo revertido (restariam 31% do original); apenas R6 aplicado
Overexpression of CupB5 activates alginate overpro.txt,cleaned,52637,37470,28.81,2290,10169,123,2586,Supplementary,10.1111/mmi.12665,Mol Microbiol,Overexpression of CupB5 activates alginate overproduction in Pseudomonas aeruginosa by a novel AlgW-dependent mechanism,1.0,False,
Burn injuryassociated MHCII immune cell accumulati.txt,cleaned,44556,28332,36.41,2166,10881,116,3062,Supplementary,10.1089/lrb.2017.0032,Lymphat Res Biol,Burn Injury-Associated MHCII + Immune Cell Accumulation Around Lymphatic Vessels of the Mesentery and Increased Lymphatic Endothelial Permeability Are Blocked by Doxycycline Treatment,1.0,False,
CubeSats for microbiology and astrobiology researc.txt,cleaned,70461,45797,35.0,6785,14907,58,2915,Supplementary,10.1038/s41526-023-00292-1,NPJ Microgravity,Future space experiment platforms for astrobiology and astrochemistry research,0.62,False,
In situ resource utilisation The potential for spa.txt,excluded_title_mismatch,110291,0,100.0,1783,39392,0,7112,,10.1007/s00792-021-01253-w,Extremophiles,The smallest space miners: principles of space biomining,0.41,True,"título divergente (sim=0.41): metadata diz 'In situ resource utilisation: The potent', documento é 'The smallest space miners: principles of'"
Simulated micro lunar and Martian gravities on Ear.txt,cleaned,59336,40161,32.32,2431,14245,0,2500,,10.3390/life12091399,Life (Basel),"Simulated Micro-, Lunar, and Martian Gravities on Earth—Effects on Escherichia coli Growth, Phenotype, and Sensitivity to Antibiotics",1.0,False,
Biofilm formation of Pseudomonas aeruginosa in spa.txt,cleaned,83741,53845,35.7,2433,22489,541,4434,Supplementary,10.1038/s41526-023-00316-w,NPJ Microgravity,Biofilm formation of Pseudomonas aeruginosa in spaceflight is minimized on lubricant impregnated surfaces,1.0,False,
Competitive Growth Assay of Mutagenized Chlamydomo.txt,cleaned,55266,37181,32.72,2647,11832,742,2865,Data availability|Author contributions|Competing interests,10.3389/fpls.2020.00631,Front Plant Sci,Competitive Growth Assay of Mutagenized Chlamydomonas reinhardtii Compatible With the International Space Station Veggie Plant Growth Chamber,1.0,False,
Spatial Characterization of Microbial Communities .txt,cleaned,90264,56444,37.47,6453,22712,0,4656,,10.3390/life11101060,Life (Basel),Spatial Characterization of Microbial Communities on Multi-Species Leafy Greens Grown Simultaneously in the Vegetable Production Systems on the International Space Station,1.0,False,
Response of Arabidopsis thaliana and Mizuna mustar.txt,cleaned,61500,42808,30.39,3899,12572,0,2222,,10.3390/life12020144,Life (Basel),Response of Arabidopsis thaliana and Mizuna Mustard Seeds to Simulated Space Radiation Exposures,1.0,False,
Editorial Revisiting the limits of plant life  pla.txt,cleaned,13354,10375,22.31,0,1456,882,642,Author contributions|Competing interests,10.3389/fpls.2023.1267183,editorial,Editorial: Revisiting the limits of plant life - plant adaptations to extreme terrestrial environments relating to astrobiology and space biology,1.0,False,
Metagenomic interrogation of urban Superfund site .txt,cleaned,72049,43771,39.25,4901,19336,92,3950,Supplementary,10.1093/jambio/lxaf076,J Appl Microbiol,Metagenomic interrogation of urban Superfund site reveals antimicrobial resistance reservoir and bioremediation potential,1.0,False,
In situ monitoring of barrier function onchip via .txt,cleaned,68600,48562,29.21,1864,14344,550,3281,Author contributions|Supplementary,10.1039/d4lc01090f,Lab Chip,"In situ monitoring of barrier function on-chip via automated, non-invasive luminescence sensing †",1.0,False,
37day microgravity exposure in 16week female C57BL.txt,cleaned,69017,43110,37.54,3972,17790,0,4146,,10.1371/journal.pone.0317307,PLoS One,37-Day microgravity exposure in 16-Week female C57BL/6J mice is associated with bone loss specific to weight-bearing skeletal sites,1.0,False,
Effects of Space Flight on Inflammasome Activation.txt,cleaned,64317,28447,55.77,3566,26955,0,5350,,10.3390/cells14060417,Cells,Effects of Space Flight on Inflammasome Activation in the Brain of Mice,1.0,False,
Immunization induces inflammation in the mouse hea.txt,cleaned,66983,37655,43.78,2159,19574,2496,5100,Supplementary,10.1186/s12864-025-11426-y,BMC Genomics,Immunization induces inflammation in the mouse heart during spaceflight,1.0,False,
Analyzing the relationship between gene expression.txt,cleaned,70661,57036,19.28,2894,8702,69,1961,Supplementary,10.1038/s41598-024-81394-y,Sci Rep,Analyzing the relationship between gene expression and phenotype in space-flown mice using a causal inference machine learning ensemble,1.0,False,
Sexspecific cardiovascular adaptations to simulate.txt,cleaned,81176,50687,37.56,5000,20230,64,5196,Supplementary|Supplementary,10.1038/s41526-024-00450-z,NPJ Microgravity,Sex-specific cardiovascular adaptations to simulated microgravity in Sprague-Dawley rats,1.0,False,
NASA open science data repository Open science for.txt,cleaned,78439,49514,36.88,2016,21914,0,4996,,10.1093/nar/gkae1116,Nucleic Acids Res,NASA open science data repository: open science for life in space,1.0,False,
Artificial gravity attenuates the transcriptomic r.txt,cleaned,64152,37639,41.33,5626,17499,0,3389,,10.3390/ijms252212041,Int J Mol Sci,Artificial Gravity Attenuates the Transcriptomic Response to Spaceflight in the Optic Nerve and Retina,1.0,False,
Effect of simulated cosmic radiation on cytomegalo.txt,cleaned,50657,36870,27.22,3688,8523,0,1577,,10.3390/ijms251910337,Int J Mol Sci,Effect of Simulated Cosmic Radiation on Cytomegalovirus Reactivation and Lytic Replication,1.0,False,
Protein kinase 2 of the giant sarcomeric protein U.txt,cleaned,94718,68306,27.88,3370,17941,251,4851,Supplementary|Supplementary,10.1038/s42003-024-07042-3,Commun Biol,Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function,1.0,False,
To boldly go where no microRNAs have gone before S.txt,excluded,7947,0,100.0,0,0,0,560,,10.1038/s42003-024-07022-7,Commun Biol,Author Correction: To boldly go where no microRNAs have gone before: spaceflight impact on risk for small-for-gestational-age infants,0.8,False,documento não-científico: Author Correction: To boldly go where no microRNAs have gone
Adaptation to space conditions of novel bacterial .txt,cleaned,84858,49193,42.03,4094,23778,3607,4187,Supplementary|Supplementary,10.1186/s40168-024-01916-8,Microbiome,Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis,1.0,False,
Celebrating 30 years of access to NASA space life .txt,cleaned,18440,11886,35.54,1334,4530,0,691,,10.1093/gigascience/giae066,Gigascience,Celebrating 30 years of access to NASA Space Life Sciences data,1.0,False,
Predicting how varying moisture conditions impact .txt,cleaned,73483,35161,52.15,3674,19921,11698,3030,Supplementary|Supplementary,10.1186/s40168-024-01864-3,Microbiome,Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station,1.0,False,
Spaceflight alters hostgut microbiota interactions.txt,cleaned,125354,70949,43.4,6414,38063,569,9360,Supplementary|Supplementary,10.1038/s41522-024-00545-1,NPJ Biofilms Microbiomes,Spaceflight alters host-gut microbiota interactions,1.0,False,
Discoveries from human stem cell research in space.txt,cleaned,62236,42010,32.5,1818,13970,486,3953,Author contributions|Competing interests|Footnotes,10.1038/s41526-024-00425-0,NPJ Microgravity,Discoveries from human stem cell research in space that are relevant to advancing cellular therapies on Earth,1.0,False,
Simulated microgravity impairs human NK natural ki.txt,cleaned,60060,39614,34.04,2995,13906,0,3546,,10.1038/s41526-024-00424-1,NPJ Microgravity,Simulated microgravity impairs human NK cell cytotoxic activity against space radiation-relevant leukemic cells,0.833,False,
Simulated microgravity alters gene regulation link.txt,cleaned,75393,46461,38.37,6084,19058,0,3791,,10.3390/genes15080975,Genes (Basel),Simulated Microgravity Alters Gene Regulation Linked to Immunity and Cardiovascular Disease,1.0,False,
Spaceflight increases sarcoplasmic reticulum Ca2 l.txt,cleaned,45059,20479,54.55,1742,18565,67,4207,Supplementary|Supplementary,10.1038/s41526-024-00419-y,NPJ Microgravity,Spaceflight increases sarcoplasmic reticulum Ca 2+ leak and this cannot be counteracted with BuOE treatment,0.989,False,
